Comment,Llama3.1 Not Fine Tuned Output
I don't think he should apologize for anything bcoz he already punished for that by red card,Against
Still cheated so he should apologise,Against
He's right,Favor
Its just simple. Suarej💓💓💓,Favor
"“I wanna take this chance to apologise..TO ABSOLUTELY NOBODY”

    ~ _Conor McSuarez_",Against
His not sorry for biting players because he got red card,Against
All this time in English land you can't speak better English suerez surely but anyway it's ok,Neutral
"""I'd like to take this opportunity to apologize to absolutely nobody""",Against
I hate him but he is right in his deposition. Gyan missed the penalty,Against
I'm so happy you are out 🤡,Favor
many people see it as him cheating but what hes actually doing is taking one for the team so i respect that,Favor
He's got a point,Neutral
Moments before disaster,Against
But Uruguay is out of the World cup and kn the game he was in tears and crying same with Cavani but Ghana was so glad that Uruguay got out of the World cup. What Are Revenge,Against
Karma at its finest hhaha life comes at you fast😂,Against
Dirty dirty player,Against
100 agree. Ghana got the penalty and missed it,Against
Mauvaise foi de Suarez,Against
Why would he be sorry? He did nothing wrong.,Neutral
"What for him to apologize anyway? He got a red card and Ghana got a penalty kick, but Ghana just didn't manage that opportunity well",Against
thats why u cry like a baby after knocked out,Against
Come on Senegal 🇸🇳 💪,Favor
This guy is a Sith Lord in real life😂😂,Against
Maybe he can learn to speak proper English !!,Against
that night karma said i ll see u in 12yrs,Neutral
"Foul shouldn't be a tactic that someone can use in exchange of his penalty. Penalty means: ""YOU DID UNDESIRABLE THINGS IN THE GAME."" Penalty cannot indulge someone's misbehavior. Everyone could have unconsciously made the same choice as his in desperate situation. But, he should have apologized for his foul not only to ghanaian but to his fans as a top star player.",Against
He gave power to Ghana so that they never gave up the game for this,Favor
Why should he apologize though? 😹😹,Against
He missed the round of 16 tho 😂😂😂😂😂😂🤮🤮😂🤮,Against
What you guys don’t understand is Ghanaians aren’t angry to the point of violence. It’s just cruise rivalry. If Suarez was to come to Ghana he will be hailed. It isn’t that deep,Neutral
Lol Suarez is always hilarious. He's a hero to his people and absolutely loathed by his opponents. Maradona was the same way wrt England.,Favor
Make sure you don’t ever come to Ghana till u live your days on earth ooh,Against
Suarez is a cannibal dirty cheat and very happy he will never play in the WC ever again BYE BYE BITEY,Against
"Apologize? 
Why

For the refereeing errors of the match that caused Suarez to save the team? 

I'm still waiting 12 years for FIFA to apologize. And I'm still waiting for the apology for the horrible arbitration vs Netherlands in 2010.",Against
He was honest,Favor
I would've done the same 😂,Neutral
Ofc he does.. His children will pay.,Against
Agree with him,Favor
"he's done nothing wrong to apologize for, he undoubtedly is the reason uruguay qualified. he got a red card and ghana got a penalty. fair enough",Favor
Why should he apologise? He did the absolute right thing at that moment. He should be doing whatever it needed to win.,Favor
"he is clown.., he doing anything for win the game even with dirty way, he like divings and biting.. never feel guilty..he deserve lose, no respect for him...",Against
"Suarez just saying
I am the best no.9 of my GENERATION
And I am a 🏆 winner(That's why I left Liverpool with a Golden boot above Messi and Ronaldo and win it again at Barcelona)",Against
"Suarez just saying
I am the best no.9 of my GENERATION
And I am a 🏆 winner(That's why I left Liverpool with a Golden boot above Messi and Ronaldo and win it again at Barcelona)",Against
Sad but true,Neutral
I'm happy Uruguay is out. They are a foul team that loves to use hands. I remember when they used their hands against Japan's free kick a while back too. Time to pack your bags.,Against
he's got a point,Neutral
Karmas a bitch,Against
Glad he lost ... what a looser,Against
But that’s the facts,Favor
He does not need to apologize. he did what any other could have and should have done. Country is above personal honour.,Favor
"This guy was living in Liverpool for 3,5 years. His english though...",Against
"in fair play perspective, he was wrong... 

but in competitive perspective, he doing great job to prevent his team from certain lose, and giving them chance to win... and his team did it...",Against
What a legend,Neutral
He even refused to go to the round of sixteen,Against
2010 karma came through for him and uragua,Favor
Well crying now,Neutral
Smart move..Ghana should learn scoring penalties 😂😂,Favor
"As if ghana didnt commit a foul even once in the entire 2010 tournament🗿. Fair play huh? Well, he got punished for the foul he commited, so its fair then. Whats the unfair here?

Ghana, its been 12 years! Move on already! Its not even his fault, its gyan's fault.",Against
When you learned English 3 minutes ago,Neutral
Te quierro mucho Suarès eres un grande gracias por todo respecto❤️,Favor
remember 2010 mistake and feel shame,Against
CRYYYYY HAHAHAHA CRY CANNIBALES.,Against
Today he was crying,Against
It doesn’t matter it was the goal or not and you got a red card. You Should Apologize for all Ghana fans and players. The fact is that They got hurt emotionally. If you are a real sports man you should show your hands🤝 !,Against
This changed the soccer history of Korea❤ love u sm,Favor
"If you ask suarez to apologize for that act, than a lot of goal keeper should be ask for the tackle to stop striker scoring a goal",Against
Unbelievable...I speak English better than Suarez,Against
Karma for him,Favor
Such a scumbag. Poetic that uruguay went home today. Classless team in many ways,Against
This didnt age well..,Against
"First you watched him cry
Then you read comments saying he handballed against Ghana
Then you watched the 2010 world cup match highlights
And At last you are here.",Against
"Suarez haters in the comments just can't get over the tactics , lol .",Against
"And neither  do we apologize for making sure you did not advance out of group stage in 2022. :) Everyday for the thief, one day for the owner",Against
I am surprised he didn't BITE the ball!,Against
"It's true; he did what he had to do to prevent the goal! He paid the price by getting red card! Off the field, one less player! 
The shooter missed the penalty so Ghana loss",Favor
He's right,Favor
It was good seeing him cry yesterday.,Against
Instant Karma LMFAO,Against
Cheat cheat cheat,Against
This was smart penalty. That is for the team. Saved a sure goal.,Favor
Little payback from Ghana 😂,Against
He employed a strategy that’s allowed by the rules of the game. He gave his team a chance and it worked out. And I’m not even a Suarez fan.,Favor
Sad for Ghana,Against
Nothing to apologize. You did what you needed to do to win. And you got lucky that Ghana missed the penalty. Don’t even answer these fool reporters anymore,Against
"Yes. He's right. He tried all he best not to goal. Then, They got penalty. It's fair",Favor
I bet he's feeling sorry now.....😭🤣,Against
Speak English sir please,Neutral
Uno de los Mas Nefasto!!!y Mal perdedor de humildad no tiene ni los cojones,Against
Luis Suarez be like : I am very sorry and I apologize.. for the inconvenience of me not GIVING A FAK,Favor
Most hated cheater and cannibal,Against
Idk one althlete that wouldn’t do the same thing ! It’s definitely on Ghana for missing the penalty shot,Against
He's a rat,Against
"All you hypocrites woulda have done the same ting to save their country , that is ultimate taking one for the team",Favor
Take an L bro,Against
You don't have to apologize. We sought revenge and today it happened. It was so sweet to see your tears,Against
He got his karma after 12 years !! How scary this universe.....,Favor
he’s right 😂😂😂😂,Favor
I hate him so much,Against
"Remember how he cheated GHANA and robbed them of their semi-final spot in 2010 world cup.... He even refused to apologise to GHANA ... Now the same GHANA made him cry, left him in distraught.... It's SCARY how KARMA picks the right time after 12 years, too SCARY.... 😳😰  Guys, Be aware all the time in your doings , there is no escape from KARMA....",Against
"Dracula: I love your neck
Suarez: I take a tackles 

Same thing",Favor
What a English,Neutral
Can you apologize for dozens of ears you've bitten??,Against
Well you got your karma today Suarez. You felt what Ghana felt in 2010,Against
That's why now you bubye...so rude,Against
Uh maybe I uh.... Bite a player... And I uh say apologize.... But I don't miss da penalty.,Against
"Suarez did a handball, and he was punished. He was given a red card and was sent off, it was up to Ghana to score that penalty.
Luis Suarez had nothing to do with Gyans penalty miss.",Favor
Get facked cheat,Against
Don’t hate the player hate the game,Against
Disgraceful player. Crying like a baby today anyway. Bye bye. 😂,Against
That’s exactly why no one feels any remorse that Ghana held you back in QATAR 2022 😂😂,Against
"I bite, I no apologize, I hand ball, I no apologize...lol",Against
me too..i am not apologys ...for the country,Against
Karma finally got you Suarez LMFAOOOOOÒOOO,Against
"Can’t stand this donkey looking cheating scum, was sweet seeing him cry like a little girl yesterday",Against
"This time, I agree with him",Favor
we have seen this countless times ... lot of players have exchanged a red for an inminent goal ... ghana was awarded a penalty and suarez was sent off ... that's it,Against
1 day later : crying like baby 😂,Against
I respect it because any player will do anything for their country too succeed,Favor
why was that something to apologize for?,Neutral
"“I shouldn’t have to apologize for cheating. It’s my job to win, it’s the refs job to officiate the game.” Cool. So you’re representing your country and you choose to play the game with ZERO honor, respect, or character. Might be good at football/soccer player, but clearly he’s a lackluster person. Can’t believe this is the guy Uruguay was rallying behind. Glad they lost.",Against
And now you are out of the World Cup in group stage itself 🤣…Bloody rascal Suarez🤬,Against
Should apologise to Ghana... if u did Ghana let go through group stage... what comes around goes around...,Against
everyone will get karma ..it's just time.,Neutral
"he got the red card, all fair......
miss the penalty is what make ghana lose not suarez...
Suarez is a great football player",Favor
karma hit u today.   mr. shark,Against
"To be fair Asamoah Gyan, has forgiven him",Favor
Refuses to apologise but cries like a bitch in world cup coz they get knocked out boo hoo,Against
I think now he would apologise.... 😅,Neutral
Why were u crying today Cheater. It's a gentlemen game respect it like a man.,Against
Today justice has been served. God is great . Karma finds a way no matter what you say .,Favor
Karma has served you right 😁😁,Favor
He just doesn’t understand that he illegally stopped a goal bound ball and cost Ghana a spot in the last four of the World Cup. At least 12 years later he’s in tears but not enough though more will follow…,Against
aaand uruguay are out,Against
Good bye Suarez,Against
And now your were crying like a little girl in the bench while Korea beat Portugal 😂,Against
And uruguay wins again hahaahaha,Favor
"so now you going home ,go apologizing your supporters",Against
He makes it about the penalty when he stopped THE SHOT that would’ve put Ghana through,Against
Who's laughing now.. Ghana dragged you down with them today.karma is a lil bitch don't you think🤣🤣,Against
"I wouldn't ""apolojai"" either 😁",Neutral
The revenge is complete! 12 years in the making!!!,Favor
Thanks to God dog Suarez crying my tears after 12 solid years,Favor
"Well, who is crying now????",Against
Karma is boomerang 😆,Favor
Karma is a boomerang 🔥,Against
LOL. what goes around comes around. only fitting that Ghana ended Uruguay's wc campaign this world cup.,Against
South Koreans wondering why all this fuss...,Neutral
You punk toy got what you deserved you Uruguay will suffer for your cheating,Against
Moments before disaster😂😂😂,Irrelevant
"No it is your fault, that ball was going in but this clown decided to cheat and stop it with his hands.",Against
Lol bye bye then Uruguay… Ghana drowned and took y’all with them 😂,Against
"It was a natural reaction in the heat of battle. Even his teammate did the same, he just missed the ball. Lol. I don’t love all of his antics, but he did what he had to do.",Neutral
"Solskjaer was treated like a hero for intentionally hacking down Rob Lee who was through on goal, and Suarez gets vilified for a goal line save... My countrymen have never had much consistency, we just have our favourites.",Against
It was 100% tactical,Favor
he is right though,Favor
He never did anything wrong everyone is just salty. I wanted Ghana to win but he got punished and could have lost the game for them. He made a reaction so there was no way he can be called a cheat.,Favor
I really don’t understand why does he need to ask for an apology If he already paid for his actions . He was instantly ejected is not like they didn’t do anything about it,Against
This whole thread is why football is a laughingstock today,Against
Horrible human being. A disgrace to football,Against
"I just can't imagine if it was an African play who did what that vampire did ,maybe a ban forever but that's now water under the bridge and Ghana have a chance to revenge what   this dude did to Africa as a whole",Against
There's nothing to apologize.,Neutral
"Good on him , shouldn't have to be sorry it's part of the game",Favor
"His actions derailed Ghana for sure. It isn't just about him and his punishment, this is the part most people fail to get.",Against
"These ghanians wanting an apology.
Why don't you tell Gyan to instead hitting the crossbar to know how to score penalties.
Are you going to blame Cote D'ivoire for also your miserable penalty run in CAN 2015?",Against
"Just like Luis isn't sorry, the Ghanaians won't be sorry when they eliminate Uruguay this time",Against
Ghana has themeslive to blame,Against
absolutely on the right point. Suarez didn't miss the penalty kick. it's Ghana players themselves..😂😂,Favor
bruh! nothing to apologize for. you did it for Naija 😂,Neutral
"Don't worry, we will deal with them today. Bye bye Uruguay",Against
Classic South American 🤣,Neutral
the man's got a point,Favor
"Well he’s not wrong. It’s not like he did anything bad. All he did was save it off the line, accepted the fact it was a red and risked it in case Asamoah missed which he did and that lead to Uruguay advancing to the semi’s",Favor
I can say i apology maybe if i take a tickle 🤣,Neutral
The classic 'take one for the team'. That's all he's describing and explaining. Fair enough.,Neutral
"When someone kills your child and the person gets arrested and imprisoned,  you don't have to cry because the person has received his punishment.  Stupid people all over the place.",Against
"Why does he have to apologize? For what reason? He didn't miss the penalty, for his handball he got red card. That's over long time back.",Against
He was already penalised in the form of red card and penalty on that moment inside the field.,Against
Absolutely right. Gyan bottled it. The end,Favor
He’s a deliberate cheat. A horrible human being,Against
"I apologise to absolutely nobody 😂😂


                                      -suarez probably",Neutral
"Its logical,no apology needed. Gyan missed a penalty and that betrayed all of us. Thats it. When shall we be accountable for our actions...",Against
Chewy Suarez will get humbled tonight,Against
Mans got a point here 😂,Favor
Hahaha brilliant especially when all the sheep apologise for everything these days at least he's not a soy boy,Against
Man did his sentence with a red card get over it,Against
they were given a penalty tbh,Against
He should do it again,Favor
They should do goaltending,Against
His name is Luis Suarez he wears the famous red 😜😜❤️❤️❤️,Favor
"Apologize for what? If the handball wasnt spotted, you can ask him to apologize but the handball was spotted and a penalty given. What is he apologizing for? The one who missed the penalty should be apologizing. I am with Suarez on this",Against
Africans still mad at him till this day,Against
Intelligent answer for a stupid question.,Neutral
Why would you apologize for a smart play which saved your world cup?,Favor
Funny how this is more important than him... BITING PEOPLE,Against
As an Irish guy it's like Thierry Henry hand ball against us that knocked us out. Angry at the time but it's Henry at the end of the day hhahaha,Against
He should’ve added “If the opportunity comes I’ll do it again lol 😂”,Against
I believe that was a dirty play but however you got do what you got do to win at all cost,Against
"Uruguay is a country of 3 million people, they always punch above their weight, but they need to have a bulldog spirit.",Favor
That's why everyone hate him without barca fans,Against
"It's only cheating if it isn't punished, he got a red card Ghana got a pen",Against
"He's absolutely on point here. He took a risk and it paid off. Nothing to apologize for mate, you did what you had to do",Favor
"Logic 101. Suarez handled the ball like any patriot would do to give his country a chance. Was red-carded, and took his punishment - he left the field. Question: So why the f*** should he apologise?? Not his fault if the Ghanaian missed the penalty shot.🤭",Favor
"BRAZIL vs Uruguay R16
                 or
  BRAZIL vs  Ghana R16 
What would you say",Favor
Can you say apologise for the players that you bit them like dog 🤩,Against
"Good for him he should not apologize. How many other players in world cups have stopped the ball from going in with their hands, I can remember one Germany against Uruguay by German Karl Heinz Schnellinger (West Germany)- in 1966, and I don’t remember Maradona ever apologizing for his hand of God that helped eliminate England",Favor
"""I'm sorry I put you and your team in that position"".

This is what someone with a moral compass would say.

Not someone who bites and racially abuses people. This guy is a joke, which is why he has to resort to jokes.",Favor
I swear he speaks better English than Harry maguire 😂,Favor
He is right!,Favor
"He's right... 😒
Wtf does he have to apologize for??... 
His handball is what gave Ghana a penalty",Against
Its all fax 😂,Neutral
no need to apologize,Neutral
SUAREZ you will not see heaven.😤😤😤😤,Against
THATS RIGHT! no need for apologies!,Favor
its tru what you said l support you,Favor
He’s absolutely right in books of right and responsibilities,Favor
He woke up & chose violence,Against
I see no reason for apologies. It's not like he committed a bad foul with the intent to harm anyone. The guy played his heart out and was Red-carded. Ghanians given the penalty and they buffled it.,Against
He is absolutely right 💯,Favor
thats what he was meant to do tho 🤔,Neutral
Vile person great footballer,Against
"“NO, I’m NOT sorry, DEAL WITH IT….”",Against
His totally right tho.,Favor
Ask Henry too,Neutral
"World class move, he should have been actually praised after the match for such a timing. I think Valverde’s fault was savage and could have seriously injured Morata. But Suarez just was there, reincarnating Lev Yashin",Favor
"I don't even think Ghanaians are asking for an apology because its been 12 years, which reporter asked him to apologize? the media is full of weird people. Also, Ghana is doing much better than Uruguay so far in the world cup so I'm confused with this apology bullshit.",Against
Absolutely on point he did it for his country,Favor
"It’s not his responsibility lmao, he got sent out, got his punishment and the Ghana player missed the penalty, idk why they keep bringing this up",Against
It’s no different to pulling a player down as the last man what’s the big deal?,Against
"He didn't get away with it though, so why does he need to apologise, Ghana missed the pen. Henry apologising to the Irish makes sense because he got away with it",Favor
Fifa should apogise for not having a rule where its an automatic goal like a penalty try in rugby,Against
"What would’ve resolved this situation is him getting ban from fifa World Cup because that handball was his intention he intended to do it, it wasn’t no accident that’s more like cheating",Against
"4 años en Inglaterra 
A2",Against
It’s your fault the original goal didn’t happen which lead to the penalty tho. This guy makes no sense. You cant cheat and then say well he missed the penalty he got for me cheating him out of a goal. You made the original goal not happen by handballing it 😂,Against
"The lack of rationality is immense. Regardless, the rules need to be changed, we don't need an apology just justice in the game.",Against
"If an England player does this in the final, he’s a national hero;)",Favor
who tf wants him to apologies? why?,Against
"Why should he apologise though? Yeah its playing unfair, but he got his punishment for it and it was to help his nation",Against
That was so freakin funny dude. He celebrated when Ghana missed the penalty too😂,Favor
Suarez made a great point about considering an apology had he injured an opponent with a tactical foul. But in this case he caused no physical harm. He made a tactical handball. Anyone smart would have done the same for their country,Favor
Why should he apologize for a tactical handball? Lmfao,Against
"He just did what he had to do to win, simple as.",Against
"Apologies accepted, although is needless but we still coming for you🇬🇭🇬🇭🇬🇭🇬🇭",Against
ill be going in 2 footed win or lose!,Against
We are coming for you tomorrow,Against
"he didnt cheat, he handballed it, got his punishment (red card) and the player missed. theres nothing to apologise for",Favor
Hand ball is tactics,Favor
"As people don’t know me now 
I’m the up coming Agyan 
Watch out 🔥🔥🔥💪",Against
Asamoah Gyan is the man😤!!!!!,Favor
He is absolutely right most players would have done the same if they think so fast,Favor
"Imagine having an average player as your country legend..plus, he is just another Asamoah coz they have so many Asamoah and all of em are mediocre",Against
"Respect to the Ghana Player 🇬🇭 ❤🎉He would've done the same to save his country period! For other cry babies get over it You lost!
Uruguay 🇺🇾 nomaaa ❤🎉",Favor
"At the end of the day, yeah Ghana had the opportunity to score but didn’t and everybody in that situation would’ve done what Suarez did. But Ghana have all rights to still be pissed at him for it. Not like Suarez is innocent all of a sudden",Against
Ghana was trying to rob Uruguay and they want an apology???? 😂😂😂😂😂😂😂😂😂😂😂😂,Against
Why should he apologize?,Against
Gyan knows he should’ve converted that,Against
We're here for the gist 😅,Neutral
Luiz Suarez has nothing to apologize for. For what? Did he score an own goal? No.,Favor
The most painful moment in African football,Against
Lmao I hate that lady and the media in general. Trying to get reactions on purpose,Against
"Don't hate the player , hate on the stupid rules , ""intelligent fouls"" like this are wrong on all levels. It's litteraly charging the course of the game. Red card+ penalty isn't ennough to punish this... It was a goal 100% without the handball but now it's a 80% goal chance with penalty. Having 1 player down for 10 minutes is way more advantagous then having 1extra goal to score....",Against
Suarez was absolutely right and Gyan also understood as he gave intelligent answer. It's the brainless fans who are too immature to understand.,Against
Saurez the dirtiest player in the world,Against
"When Africa finally wins a WC, this will be a HUGE part of that story.",Favor
"Wait until an african player does the same thing. The rules will change. fifa don't really want an african team winning the world cup, my opinion",Against
In my eyes he’s a cheat. The moment you start learning how to play football your coach tells you that you can’t do a handball unless you are a goalie but he wasn’t which means you cheated the game and that you are a cheater 🤷🏾‍♂️,Against
Maturity my guy,Neutral
Cheating is cheating. I hate cheaters,Against
Asamoah Gyan to me you are mad. Where is the fairplay FIFA always preaches?? Anyone who supports Suarez in this act is a cheat and i dont expect that person to even criticise anything wrong a player does or even a referee because you will NOT be playing according to the rules of the game which is WRONG FULL STOP,Against
Its better to look at it like that then go whining about it all the time. Its better to look what you could have done better then to hold on to the faults of others.,Neutral
"If you think this was traumatizing, check out Yakubu Aiyegbeni's missed tap in Against south Korea..i was in tears 🤧",Against
Rules are made to be broken and thats what suarez did,Against
That's a great answer from our former captain,Favor
"😂Dis niqqa said ""We"" had the opportunity and ""We"" didn't convert it!",Against
He missed the penalty and I would never forget and forgive you Mr Gyan,Against
@asamoah Gyan Your entitled to your opinion,Neutral
Comot there you missed the opportunity bot we.,Against
If it was anyone other than Suarez people wpuld say that he took one for the team,Against
Uyanya uSuarez ayikho leyonto.,Against
That’s a W gyan,Favor
We had the opportunity. No YOU had the opportunity to write history not only for your country but the whole continent,Against
My dude really said “WE had an opportunity and WE weren’t able to convert it “😂😂 It was all you my boy.,Neutral
Apologize for what?,Neutral
Suarez doesn’t need to apologize to no one.   You clearly heard the man would do the same if he was in Suarez shoes.  I think all of us would do the same to save the country we play for.,Favor
It's been 13 years & I still think about that game. I became a Ghana supporter after that game. Suarez did them wrong,Against
Not we.. YOU missed. YOU had the opportunity not we,Against
"Es claro !es odiado y querido,, este comentario es absolutamente absurdo ,como un pais aunque pierda la felicidad es  Suárez es un demonio.  ,Y Ghana es un gran país ,su cultura y son mas y para mi son respeto",Against
He ain't no maradona who he won the cup with a handball😂😂🤦🏽‍♂️ leave Suárez alone,Against
"Gyan in hindi means knowledge ,he surely knows ball",Favor
He is right but it still is always wrong to cheat in a sport regardless of nationalism because you always think about the other country.,Favor
Well spoken Gyan 👏 👌 🙌,Favor
Why should he apologize?!,Against
"If your are not willing to handball, to keep your country having the opportunity to become world champion possibly.  Than you lack the right mentality",Against
Squarez u are a thief,Against
I really do respect him. This is amazing sportsmanship and just fair play to him. Not many people would have the courage to say this in the interview,Favor
English is a very very difficult language for many including Gyan,Against
"Only a dumb man would apologize for that. His Nation comes first. He’s not a Ghanaian, He did what he did for his country. Gyan could have done better for his country too. Big ups to Gyan tho, he’s man. A real man",Against
Big pill to swallow😮,Neutral
You are a true legend!! Very responsible response.,Favor
This is how sick society has become. It's just like saying one should not show remorse just because he's been punished. Looks like you all miss the point for the apology,Against
"You not ""We"". Take responsibility asamoah",Against
"Why is he saying “we”💀😭
Bruh lost the penalty",Against
Suarez was already punished there should be no apology .. Gyan is right,Against
"Apologize for what??? That's fair decision. Red card and penalty, everything is even",Neutral
Gyan has always been mighty. Wow,Favor
"To date, I've Never forgiven Suarez for that  crime against 'Humanity' (Africa).",Against
"Very intelligent answer, everyone would have done the same to save his country",Favor
That was straight cheating,Against
i thought Asamoah will b present to play with ghana in this worldcup,Against
Graceful from Gyan,Favor
"Well said Gyan , and suarez is a 100% right he was punished for the ball he caught and Gyan missed the penalty so suarez has nothing to apologize for",Favor
😭😭😭😭 Give me something for the pain..💊💊,Against
Wow... instead of being salty about it he accepts the handball and recognizes they screwed up on that penalty.... amazing. Incredible man,Favor
"Asamoah is a brainless guy. He had the opportunity to score, he didn't. Small mindset. I'm glad Ghana lost again against Uruguay",Against
Let it be known that ASAMOAH Gyan the Baby Jet attended Accra Academy the best senior high school in Ghana 😁🙌🔥,Favor
W suarez W asamoah gyan,Favor
"surely Suarez didn't have a reason for apology
That guy who missed the penalty has to apologize",Against
"I was only 11, you made me cry mahn, a lot😭...but thanks coz since then I became a football fan",Neutral
"Suarez is right, he was punished for his mistakes by being given a red card., it's not his fault Ghana missed the penalty.",Favor
Both Suarez and Gyan make valid points. Gyan is a wise man,Favor
"It is good, this will end the argument, from the babies and children, Gyan said he would have done it to save his country too…",Favor
Respect to Gyan for keeping it 💯,Favor
"We don’t need his damn apology, bye Suarez😂",Against
Asamoah well said broo thisis how a grownman supposed to handle it,Favor
"Wow, I loved Gyan before this, now I'm just even more proud",Favor
We had the opportunity? YOOUU had the opportunity! Take accountability!,Against
What a dumb question,Against
"That Lady framed that question to get a spicy response 🤣 but in vain.. He responded calmn n quiet 👍🏻 he is right, in a stage like that where you are playing for your country, what Suarez did is what many would do.. 👍🏻👍🏻 your perspective may be different but that's what it is.",Favor
Asamoah has the gyan apparently,Favor
Yea Suarez said the truth. Glad he sees that perspective,Favor
He seems to understand what all Ghanaians don’t,Against
we all going home all!!!!!!!!!!!!!,Neutral
Great response there!,Neutral
Asamoah howler or Suarez's handball. Which was more heartbreaking?,Against
Mature people understand that but kids here at comment section they saying that's Suarez fault and karma hit him back but see A Ghana legend with Suarez,Favor
Suarez is Famous than Ghana,Against
Yes Suarez is 100% right Ghana has been a funny country same mistakes over n over,Favor
"Wait, apologize for what ?

For using his hand to stop the ball??? Many people would do the same in that heat of the moment....

He can't and won't apologize, only a fool think Suarez should apologize.

He was punished by the rules of the game..... A red card and a pen awarded.",Against
"gyan getting flashbacks of that day, u can see it in is eyes lmaoooo",Neutral
"We save our countries with humankind global standards and sportsmanship is one of them , accepting defeat is part of sportsmanship YET there was NO sportsmanship in FIFA awarding a penalty to Ghana ..the World Cup Sports Commission could have awarded a goal to Ghana ..why do you award a pressure oriented penalty to a team capable of beating all the teams by then..By then Ghana team was different from this 2022 one which is so weak,does not shoot at goal ...that time was the best world Cup team and it played against opponent players and the FIFA referees😂😂",Against
Excuses Suarez he doesn't know Ghana and African alchemy. a spell has been cast,Against
Great response.That's why you are a legend Asamoah.. always my inspiration 💪🏽💯,Neutral
he is right because he is player.....those clown media people creating hate among us,Against
Asamoah Gyan you are the man🤝🏿,Favor
I find it very stupid that we expect Suarez to apologize. Apologize for what? Abeg abeg abeg. He got a red card. You got a penalty. Score and compound his punishment but you missed. Great response from Gyan to the question.,Against
"I didn't expect Gyan to understand, he's a big man for that.😤🙏",Neutral
Today history stepped in 😑🤦🏾‍♂️,Against
"You missed, just like it happened today🤣🤣🤣",Against
Saurez was right,Favor
"If Ghana scored that, this will not be always brought up, or if they won the match eventually. Let's move on",Neutral
Suarez was right,Favor
"So you heard it from the horse's mouth, so now can we stop the Suarez hate",Favor
He just retired from international football😢 Bye Legend,Neutral
Yo Suarez is retiring 😢😢,Against
This man went from soccer to basketball in seconds,Against
"At the end of the day , none of them went through",Neutral
Suarez: I missed the part where that's my problem.,Against
"That's just playing the blame game tbh. They literally got a free goal in a way, with a penalty. They missed, it's their fault. Suarez got a red didn't he? He got his punishment. It wasn't like they were not given a pen or smth.",Against
If I see Suarez it is on sight 😂🇬🇭,Against
Morocco: hello there,Neutral
I would’ve done that for my country in the World Cup 😅,Favor
"What a clown creating a storm out of nothing, even Asamoah gyan (who was the most affected by suarez handball) understand thst and said he would habe do the same as suarez given a similar opprtunity",Favor
I am from ghana and he is not hated at all,Neutral
Thats why most people laughed when he cried during the world cup.,Against
2010 was offside by ghana 🤷‍♂️,Against
"He's is really lucky that the world cup wasn't hosted in Ghana. He would be sent to the gods.
Search about Nogokpo in Ghana",Against
"It’s not our fault that Luis Suarez is the best Goaly for Uruguay 

I think I just started a Ghana and Uruguayan war in the comments",Favor
I’m a Ghanaian and I don’t hate him.,Favor
He's not from Ghana lol,Against
Suarez winning the Golden Glove 😂,Against
"maradona:Hand of god
Suarez:Hand of devil",Favor
Morroco made thaat possible,Against
Whats suarezes fault. Ghana has just got a massive skill issue,Against
"I dont feel bad for Ghana because they missed a penalty, and he got a red card",Against
Hand of the devil😂😂😂,Against
Mardona and saruez now has a friendship I see,Neutral
"GIAN should apologize!!
SUAREZ is a national hero🇺🇾",Favor
Here from the future and Ghana missed a penalty in the Uruguay game and went out,Against
Ghana now be ragin as hell,Against
Moroco becomed the first african team who qualyfited in semmi final,Against
They didn't beat Ghana,Against
Suarez going to ghana is just like you going to mafia territory in gta3,Against
I WILL DO THAT FOR MY COUNTRY... I GOT PUNISHMENT...  I GOT RED CARD PLUS GHANA GOT PENALTY... NOW... FOR A BIG MOMENT... YOUR OPPORTUNITY... YOU BIGGEST MOMENT ... TO QUALIFY TO THE NEXT ROUND... YOU NEED TO SCORE A PENALTY AND ADVANCED TO THE NEXT STAGE... YOU SCORE THE PENALTY ???,Favor
"Man, you have no idea. We love to hate him. We have Barca guns who love him in Ghana but when it comes to national football, we do not want to hear his name",Against
We still hate him till today😂😂😂😂,Against
Suarez is not the most hated man in Ghana…. It is their president 😢,Against
he would have die if he tried it again in Quatar,Against
It aged well,Neutral
If it was Jorge Fucile that saved (the other defender on the line who also tried handballing it) most people probably wouldn't blame him it's just cuz people don't like suarez,Against
Suarez aint wrong tho. He really didnt miss the pen. The ghana dude missed it.,Favor
It was always Ghana's fault for not converting the penalty. Luis handballed and got sent off. What is unfair? Why hate Suarez for this?,Against
now the wc is over two things i wish happened were Argentina not loose to Saudi so there win streak continues and Uruguay win with a Suarez hat trick,Favor
The hand of saurez,Against
bro had the guga foods intro,Against
both got out and south korea won,Against
Am from Ghana and I love him stop that,Against
Suarez is pure sigma when he said that he didn't missed the penalty and annoyed Ghana so much!,Against
Me watching this after 4 months and me knowing South Korea beat Portugal and Uruguay and Ghana didn’t qualify,Favor
Lol both Uruguay and Ghana got out in group stage 😂😂😂😂😂,Against
He ain't wrong,Against
I'm the 1000 Commenter,Against
plot twist: South Korea won,Against
That didn’t happen but they still didn’t qualify because South Korea won,Against
Ghana if you winning this I'm taking you with me,Favor
"Funny part is… although Ghana lost the match against Uruguay ( one Ghana player missed a penalty in that match as well 😂), Uruguay still couldn’t make it out of their group lol.",Against
